,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
752,Guatire,10.48,-66.54,77.0,88,40,2.24,VE,1599973443
753,Cocorit,27.58,-109.97,82.09,52,0,3.29,MX,1599973444
754,Suntar,62.14,117.63,54.37,71,100,6.8,RU,1599973446
755,Vardø,70.37,31.11,48.92,76,99,4.7,NO,1599973386
756,Bambanglipuro,-7.95,110.28,84.0,59,94,13.33,ID,1599973448
757,Bela,25.93,81.98,92.59,57,29,3.96,IN,1599973450
758,Asahikawa,43.77,142.37,60.8,48,75,14.99,JP,1599973452
759,Pangani,-5.43,38.97,76.89,76,69,8.05,TZ,1599973453
760,Loma Bonita,8.38,-80.17,81.0,99,90,11.05,PA,1599973454
761,Jalpan,21.23,-99.48,69.19,80,97,0.92,MX,1599973456
762,Cap Malheureux,-19.98,57.61,73.0,80,6,8.99,MU,1599973271
763,Port-Cartier,50.03,-66.87,46.99,93,40,3.36,CA,1599973458
764,Pokhara,28.23,83.98,81.41,70,24,5.77,NP,1599973460
765,Dubrovka,53.69,33.51,46.4,75,22,8.95,RU,1599973461
766,Turba,59.08,24.23,57.0,98,3,1.01,EE,1599973462
767,Liverpool,53.41,-2.98,64.4,72,20,16.11,GB,1599973397
768,Hailar,49.2,119.7,67.57,49,58,9.82,CN,1599973464
769,Cap-aux-Meules,47.38,-61.86,60.6,76,56,11.1,CA,1599973466
770,Dandong,40.13,124.39,73.0,76,52,5.14,CN,1599973467
771,Monywa,22.12,95.13,80.69,86,100,4.03,MM,1599973468
772,North Platte,41.12,-100.77,55.0,81,1,3.06,US,1599973470
773,Manado,1.49,124.85,80.6,78,40,6.93,ID,1599973471
774,Pundaguitan,6.37,126.17,84.22,69,95,2.04,PH,1599973472
775,Kiryat Gat,31.61,34.76,79.0,74,0,0.89,IL,1599973474
776,Syamzha,60.02,41.06,51.13,90,100,13.44,RU,1599973475
777,Sinazongwe,-17.26,27.46,67.35,43,0,3.42,ZM,1599973476
778,Grand Forks,47.93,-97.03,57.2,76,75,6.93,US,1599973208
779,Ranong,9.97,98.63,86.0,74,75,4.7,TH,1599973378
780,Avera,33.19,-82.53,75.2,94,1,8.05,US,1599973480
781,Natal,-5.79,-35.21,71.6,88,40,6.93,BR,1599973344
782,Caldwell,43.66,-116.69,60.8,63,1,3.36,US,1599973213
783,Bismarck,46.81,-100.78,62.01,67,1,1.92,US,1599973291
784,Tual,-5.67,132.75,79.61,79,17,18.45,ID,1599973484
785,Micheweni,-4.97,39.83,77.47,79,71,10.56,TZ,1599973486
786,Qaqortoq,60.72,-46.03,33.8,50,41,5.82,GL,1599973487
787,Khandyga,62.67,135.6,62.76,48,99,1.36,RU,1599973488
788,Grants,35.15,-107.85,53.6,50,1,3.65,US,1599973476
789,Staraya Kulatka,52.72,47.62,56.44,65,0,2.62,RU,1599973491
790,Alofi,-19.06,-169.92,75.2,69,14,12.75,NU,1599973492
791,Antequera,37.02,-4.56,75.0,64,100,6.93,ES,1599973494
792,Tadine,-21.55,167.88,72.12,66,72,13.76,NC,1599973495
793,Tankhoy,51.55,105.13,44.71,86,100,11.54,RU,1599973496
794,Evensk,61.95,159.23,54.66,48,89,22.46,RU,1599973498
795,Papillion,41.15,-96.04,57.0,93,1,1.79,US,1599973499
